DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/04/2013,10:30,QUEENS,11363,40.7653588,-73.7442823,"(40.7653588, -73.7442823)",NORTHERN BOULEVARD              ,DOUGLASTON PARKWAY              ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,260783,PASSENGER VEHICLE,OTHER,,,
01/04/2013,10:30,BROOKLYN,11222,40.7282123,-73.9493223,"(40.7282123, -73.9493223)",MESEROLE AVENUE                 ,NEWEL STREET                    ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,199023,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/04/2013,10:15,,,40.7268162,-73.8384524,"(40.7268162, -73.8384524)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3089801,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/04/2013,10:12,BRONX,10466,40.8960044,-73.8419983,"(40.8960044, -73.8419983)",MURDOCK AVENUE                  ,BUSSING AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,96378,UNKNOWN,PASSENGER VEHICLE,,,
01/04/2013,10:10,MANHATTAN,10001,40.7509033,-73.9981196,"(40.7509033, -73.9981196)",9 AVENUE                        ,WEST 30 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,18038,BUS,UNKNOWN,,,
01/04/2013,10:05,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,2897079,OTHER,PASSENGER VEHICLE,,,
01/04/2013,10:00,,,40.8075133,-73.9341187,"(40.8075133, -73.9341187)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2864379,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/04/2013,10:00,,,40.7375562,-73.8508811,"(40.7375562, -73.8508811)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3089798,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/04/2013,10:00,,,40.7288907,-73.9716649,"(40.7288907, -73.9716649)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2839223,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/04/2013,10:00,BROOKLYN,11233,40.6763431,-73.910927,"(40.6763431, -73.910927)",ROCKAWAY AVENUE                 ,ATLANTIC AVENUE                 ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,161101,PASSENGER VEHICLE,OTHER,,,
01/04/2013,0:50,BRONX,10454,40.8054914,-73.9103026,"(40.8054914, -73.9103026)",BRUCKNER BOULEVARD              ,EAST 140 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,73673,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/04/2013,0:45,MANHATTAN,10014,40.7322225,-74.0035541,"(40.7322225, -74.0035541)",7 AVENUE SOUTH                  ,BLEECKER STREET                 ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,10249,TAXI,TAXI,,,
01/04/2013,0:40,BRONX,10469,40.8655497,-73.8615615,"(40.8655497, -73.8615615)",BRONXWOOD AVENUE                ,ALLERTON AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,103996,PASSENGER VEHICLE,UNKNOWN,,,
01/04/2013,0:30,STATEN ISLAND,10314,40.6130779,-74.122557,"(40.6130779, -74.122557)",VICTORY BOULEVARD               ,MANOR ROAD                      ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,286704,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
01/04/2013,0:30,,,40.5945547,-73.997568,"(40.5945547, -73.997568)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2946492,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/04/2013,0:25,STATEN ISLAND,10314,40.5927946,-74.1888189,"(40.5927946, -74.1888189)",VICTORY BOULEVARD               ,SHELLY AVENUE                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,295954,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/04/2013,0:10,,,,,,QUEENS BOULEVARD                ,32 PLACE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,240728,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/04/2013,0:08,BROOKLYN,11219,40.6306327,-74.0092229,"(40.6306327, -74.0092229)",65 STREET                       ,FT HAMILTON PARKWAY             ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,141973,LIVERY VEHICLE,PASSENGER VEHICLE,,,
01/04/2013,0:05,BRONX,10462,40.8466581,-73.8594394,"(40.8466581, -73.8594394)",MORRIS PARK AVENUE              ,BRONXDALE AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,104007,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/04/2013,0:01,MANHATTAN,10016,40.7440655,-73.987748,"(40.7440655, -73.987748)",5 AVENUE                        ,WEST 27 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,22961,TAXI,TAXI,,,
01/05/2013,9:50,,,40.7666318,-73.8890253,"(40.7666318, -73.8890253)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3107026,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,9:50,,,,,,3 AVENUE                        ,EAST 135 STREET                 ,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,73641,PASSENGER VEHICLE,VAN,,,
01/05/2013,9:50,QUEENS,11354,40.775264,-73.8175707,"(40.775264, -73.8175707)",149 STREET                      ,25 DRIVE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248412,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,9:47,,,,,,RICHMOND TERRACE                ,STUYVESANT PLACE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,286716,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2013,9:45,,,,,,108 STREET                      ,HORACE HARDING EXPRESSWAY       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,256360,TAXI,PASSENGER VEHICLE,,,
01/05/2013,9:45,QUEENS,11385,40.7114553,-73.9198581,"(40.7114553, -73.9198581)",FLUSHING AVENUE                 ,ONDERDONK AVENUE                ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,215051,PASSENGER VEHICLE,VAN,,,
01/05/2013,9:42,,,,,,CROSSBAY BOULEVARD              ,SHORE PARKWAY                   ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,229516,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2013,9:40,MANHATTAN,10017,40.7565574,-73.9744374,"(40.7565574, -73.9744374)",EAST 49 STREET                  ,PARK AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,39900,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2013,9:39,BROOKLYN,11232,40.6560853,-74.0058422,"(40.6560853, -74.0058422)",35 STREET                       ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,157136,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,9:30,BROOKLYN,11235,40.5866702,-73.9661497,"(40.5866702, -73.9661497)",AVENUE Z                        ,OCEAN PARKWAY                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,114377,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2013,9:27,,,40.8522843,-73.8715829,"(40.8522843, -73.8715829)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,2937783,PASSENGER VEHICLE,,,,
01/05/2013,9:18,QUEENS,11354,40.7637998,-73.8287062,"(40.7637998, -73.8287062)",NORTHERN BOULEVARD              ,LEAVITT STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248402,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,9:13,BROOKLYN,11219,40.624051,-73.999946,"(40.624051, -73.999946)",14 AVENUE                       ,66 STREET                       ,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,,,122721,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/05/2013,9:00,,,40.7483286,-73.8960871,"(40.7483286, -73.8960871)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3045091,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2013,9:00,,,40.6601526,-73.8533247,"(40.6601526, -73.8533247)",,,,0,0,0,0,0,0,0,0,Lost Consciousness,Tire Failure/Inadequate,,,,3023541,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,9:00,QUEENS,11413,40.677928,-73.7548493,"(40.677928, -73.7548493)",SPRINGFIELD BOULEVARD           ,136 AVENUE                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,221971,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2013,9:00,QUEENS,11354,40.7723464,-73.8246731,"(40.7723464, -73.8246731)",29 AVENUE                       ,PARSONS BOULEVARD               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248413,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,8:55,MANHATTAN,10009,40.7349628,-73.9797897,"(40.7349628, -73.9797897)",1 AVENUE                        ,EAST 20 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,22975,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
01/05/2013,8:55,MANHATTAN,10007,40.7164532,-74.0130478,"(40.7164532, -74.0130478)",WARREN STREET                   ,WEST STREET                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1610,PASSENGER VEHICLE,TAXI,,,
01/05/2013,8:45,,,40.7364365,-73.8365767,"(40.7364365, -73.8365767)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3065274,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2013,8:40,,,40.6451148,-73.8748771,"(40.6451148, -73.8748771)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2968215,VAN,PASSENGER VEHICLE,,,
01/05/2013,8:40,QUEENS,11693,40.5873676,-73.8193801,"(40.5873676, -73.8193801)",BEACH CHANNEL DRIVE             ,BEACH 96 STREET                 ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,201395,SMALL COM VEH(4 TIRES) ,UNKNOWN,,,
01/05/2013,8:40,BROOKLYN,11234,40.6246578,-73.9169723,"(40.6246578, -73.9169723)",AVENUE L                        ,EAST 68 STREET                  ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,126977,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,8:40,BROOKLYN,11230,40.6154149,-73.9614346,"(40.6154149, -73.9614346)",EAST 13 STREET                  ,AVENUE N                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,148932,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2013,8:30,BROOKLYN,11220,40.6404149,-74.0116096,"(40.6404149, -74.0116096)",6 AVENUE                        ,56 STREET                       ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,157139,PASSENGER VEHICLE,,,,
01/05/2013,8:30,,,,,,LINDEN BOULEVARD                ,VAN SINDEREN AVENUE             ,,0,0,0,0,0,0,0,0,Unspecified,,,,,161114,SPORT UTILITY / STATION WAGON,,,,
01/05/2013,8:30,QUEENS,11377,40.7385881,-73.9064738,"(40.7385881, -73.9064738)",59 STREET                       ,48 AVENUE                       ,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,240736,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2013,8:30,QUEENS,11355,40.7453043,-73.8259424,"(40.7453043, -73.8259424)",MAIN STREET                     ,58 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248401,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,1:15,MANHATTAN,10018,40.7571447,-73.9935606,"(40.7571447, -73.9935606)",9 AVENUE                        ,WEST 40 STREET                  ,,1,0,1,0,0,0,0,0,Unspecified,,,,,27848,PASSENGER VEHICLE,,,,
01/05/2013,1:10,,,40.7967215,-73.9761722,"(40.7967215, -73.9761722)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2855113,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,1:10,,,,,,BRONX RIVER AVENUE              ,BRUCKNER BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,82097,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2013,1:05,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2912777,PASSENGER VEHICLE,,,,
01/05/2013,1:00,QUEENS,11101,40.7443461,-73.9288984,"(40.7443461, -73.9288984)",QUEENS BOULEVARD                ,36 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,240734,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2013,19:55,,,,,,RIVERDALE AVENUE                ,WEST 236 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,,,,,107673,SPORT UTILITY / STATION WAGON,,,,
01/05/2013,19:30,BRONX,10456,40.8356009,-73.9137927,"(40.8356009, -73.9137927)",EAST 169 STREET                 ,GRANT AVENUE                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,86211,TAXI,,,,
01/05/2013,19:30,MANHATTAN,10018,40.7552921,-73.9949215,"(40.7552921, -73.9949215)",WEST 37 STREET                  ,9 AVENUE                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,27853,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2013,19:30,MANHATTAN,10003,40.7346179,-73.9862126,"(40.7346179, -73.9862126)",3 AVENUE                        ,EAST 16 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,22978,VAN,BICYCLE,,,
01/05/2013,19:20,BROOKLYN,11229,40.6088079,-73.953191,"(40.6088079, -73.953191)",QUENTIN ROAD                    ,OCEAN AVENUE                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,117879,PASSENGER VEHICLE,,,,
01/05/2013,19:20,STATEN ISLAND,10312,40.5604755,-74.1668892,"(40.5604755, -74.1668892)",ARTHUR KILL ROAD                ,GETZ AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,295982,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2013,19:15,QUEENS,11421,40.685723,-73.8573737,"(40.685723, -73.8573737)",ATLANTIC AVENUE                 ,84 STREET                       ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,205144,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2013,19:15,BROOKLYN,11207,40.6606564,-73.8857861,"(40.6606564, -73.8857861)",LINDEN BOULEVARD                ,VAN SICLEN AVENUE               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,165560,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2013,19:12,BRONX,10473,40.8242083,-73.8587895,"(40.8242083, -73.8587895)",WHITE PLAINS ROAD               ,STORY AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,82103,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2013,19:09,MANHATTAN,10011,40.736669,-73.9973406,"(40.736669, -73.9973406)",AVENUE OF THE AMERICAS          ,WEST 13 STREET                  ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,10254,PASSENGER VEHICLE,TAXI,,,
01/05/2013,19:08,,,40.8334013,-73.9353723,"(40.8334013, -73.9353723)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2867785,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2013,19:02,,,,,,BROOKVILLE BOULEVARD            ,ROCKAWAY BOULEVARD              ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,221967,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2013,19:00,QUEENS,11413,40.6770886,-73.7388632,"(40.6770886, -73.7388632)",FRANCIS LEWIS BOULEVARD         ,133 AVENUE                      ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,221966,PASSENGER VEHICLE,,,,
01/05/2013,19:00,,,40.7354542,-73.9170371,"(40.7354542, -73.9170371)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3045109,PASSENGER VEHICLE,LIVERY VEHICLE,TAXI,,
01/05/2013,19:00,QUEENS,11354,40.7741862,-73.8129775,"(40.7741862, -73.8129775)",26 AVENUE                       ,MURRAY STREET                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,248415,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/05/2013,18:59,BROOKLYN,11236,40.653501,-73.914511,"(40.653501, -73.914511)",EAST 95 STREET                  ,AVENUE A                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,136778,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2013,18:54,BRONX,10466,40.8943153,-73.860261,"(40.8943153, -73.860261)",EAST 233 STREET                 ,CARPENTER AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,96386,SPORT UTILITY / STATION WAGON,VAN,,,
01/05/2013,18:50,BROOKLYN,11212,40.6612043,-73.9243194,"(40.6612043, -73.9243194)",WINTHROP STREET                 ,EAST 94 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,136774,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2013,18:47,BROOKLYN,11235,40.5898839,-73.9565887,"(40.5898839, -73.9565887)",EAST 13 STREET                  ,AVENUE Y                        ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,117881,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,18:45,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,2879242,SPORT UTILITY / STATION WAGON,UNKNOWN,UNKNOWN,,
01/05/2013,18:45,BRONX,10452,40.8451775,-73.9141598,"(40.8451775, -73.9141598)",JEROME AVENUE                   ,CROSS BX EXPRESSWAY             ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,86214,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2013,18:42,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3089803,UNKNOWN,TAXI,SPORT UTILITY / STATION WAGON,,
01/05/2013,18:40,BROOKLYN,11214,40.6038767,-73.99543,"(40.6038767, -73.99543)",21 AVENUE                       ,85 STREET                       ,,1,0,1,0,0,0,0,0,Unspecified,,,,,122719,PASSENGER VEHICLE,,,,
01/05/2013,18:30,BROOKLYN,11210,40.6196053,-73.9455181,"(40.6196053, -73.9455181)",NOSTRAND AVENUE                 ,AVENUE M                        ,,2,0,2,0,0,0,0,0,Unspecified,,,,,148929,PASSENGER VEHICLE,,,,
01/05/2013,18:30,STATEN ISLAND,10302,40.6248377,-74.1361812,"(40.6248377, -74.1361812)",FOREST AVENUE                   ,ELDRIDGE AVENUE                 ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,286743,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2013,18:30,QUEENS,11432,40.7058257,-73.7939596,"(40.7058257, -73.7939596)",JAMAICA AVENUE                  ,MERRICK BOULEVARD               ,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,209975,PASSENGER VEHICLE,VAN,,,
01/05/2013,18:30,BROOKLYN,11206,40.6989727,-73.9440972,"(40.6989727, -73.9440972)",THROOP AVENUE                   ,ELLERY STREET                   ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,180354,PASSENGER VEHICLE,BICYCLE,,,
01/05/2013,18:30,,,,,,AMBOY ROAD                      ,ARDEN AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,302108,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/05/2013,18:15,,,40.6538643,-74.0082755,"(40.6538643, -74.0082755)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2965108,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,18:15,,,,,,ROSEDALE AVENUE                 ,BRUCKNER BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,82100,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2013,18:10,MANHATTAN,10028,40.7788219,-73.953985,"(40.7788219, -73.953985)",EAST 86 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,47086,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,18:05,MANHATTAN,10019,40.7610362,-73.9870157,"(40.7610362, -73.9870157)",WEST 48 STREET                  ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Driver Inattention/Distraction,,,,39903,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,18:00,BROOKLYN,11212,40.661118,-73.918603,"(40.661118, -73.918603)",LIVONIA AVENUE                  ,EAST 98 STREET                  ,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,136775,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2013,18:00,QUEENS,11106,40.7607986,-73.9296497,"(40.7607986, -73.9296497)",34 AVENUE                       ,28 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,274582,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,18:00,BROOKLYN,11221,40.6887896,-73.9168997,"(40.6887896, -73.9168997)",BUSHWICK AVENUE                 ,CORNELIA STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,185399,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,18:00,BROOKLYN,11216,40.6798891,-73.9403276,"(40.6798891, -73.9403276)",FULTON STREET                   ,THROOP AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,180353,PASSENGER VEHICLE,BICYCLE,,,
01/05/2013,17:54,BROOKLYN,11230,40.6307476,-73.9717115,"(40.6307476, -73.9717115)",OCEAN PARKWAY                   ,PARKVILLE AVENUE                ,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,148928,PASSENGER VEHICLE,BICYCLE,,,
01/05/2013,17:51,BROOKLYN,11201,40.6945695,-73.9906673,"(40.6945695, -73.9906673)",PIERREPONT STREET               ,CADMAN PLAZA WEST               ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,188902,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2013,17:50,QUEENS,11435,40.700939,-73.8060457,"(40.700939, -73.8060457)",ARCHER AVENUE                   ,148 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,209972,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,17:50,BROOKLYN,11217,40.6824233,-73.9706837,"(40.6824233, -73.9706837)",ATLANTIC AVENUE                 ,CARLTON AVENUE                  ,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,176845,SPORT UTILITY / STATION WAGON,BICYCLE,,,
01/05/2013,17:45,STATEN ISLAND,10308,40.5493733,-74.1526553,"(40.5493733, -74.1526553)",AMBOY ROAD                      ,LINDENWOOD ROAD                 ,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,295980,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2013,17:40,BRONX,10467,40.8788559,-73.8734816,"(40.8788559, -73.8734816)",EAST GUN HILL ROAD              ,HULL AVENUE                     ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,110612,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,17:38,MANHATTAN,10028,40.7755624,-73.950337,"(40.7755624, -73.950337)",EAST 84 STREET                  ,1 AVENUE                        ,,0,0,0,0,0,0,0,0,Other Vehicular,Fatigued/Drowsy,Fatigued/Drowsy,,,47087,PASSENGER VEHICLE,TAXI,TAXI,,
01/05/2013,17:30,MANHATTAN,10024,40.7850271,-73.9806664,"(40.7850271, -73.9806664)",WEST 80 STREET                  ,WEST END AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,53324,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2013,17:30,BRONX,10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)",EAST 135 STREET                 ,ALEXANDER AVENUE                ,,0,0,0,0,0,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,,,,73644,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2013,17:20,QUEENS,11368,40.7571827,-73.8550477,"(40.7571827, -73.8550477)",114 STREET                      ,34 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,281058,TAXI,PASSENGER VEHICLE,,,
01/05/2013,17:18,,,,,,QUEENS PLAZA NORTH              ,NORTHERN BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,274584,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2013,17:15,STATEN ISLAND,10305,40.5865724,-74.0920496,"(40.5865724, -74.0920496)",HYLAN BOULEVARD                 ,SEAVIEW AVENUE                  ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,295978,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2013,17:14,BRONX,10467,40.8579828,-73.8617906,"(40.8579828, -73.8617906)",PELHAM PARKWAY NORTH            ,BRONXWOOD AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,,,,,104005,PASSENGER VEHICLE,,,,
01/05/2013,17:10,STATEN ISLAND,10312,40.5569893,-74.1690074,"(40.5569893, -74.1690074)",RICHMOND AVENUE                 ,BARLOW AVENUE                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,295979,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
