DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/19/2013,15:45,,,,,,OGDEN AVENUE                    ,JEROME AVENUE                   ,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,86274,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/19/2013,15:45,BROOKLYN,11203,40.653267,-73.9392594,"(40.653267, -73.9392594)",ALBANY AVENUE                   ,LINDEN BOULEVARD                ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,136891,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/19/2013,15:30,BRONX,10472,40.8300269,-73.8727542,"(40.8300269, -73.8727542)",WESTCHESTER AVENUE              ,METCALF AVENUE                  ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,82199,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/19/2013,15:30,MANHATTAN,10017,40.7491572,-73.9726934,"(40.7491572, -73.9726934)",EAST 41 STREET                  ,2 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,33934,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,15:30,BROOKLYN,11237,40.7065136,-73.9308936,"(40.7065136, -73.9308936)",HARRISON PLACE                  ,KNICKERBOCKER AVENUE            ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,195148,PASSENGER VEHICLE,UNKNOWN,,,
01/19/2013,15:25,BROOKLYN,11217,40.6835142,-73.9759509,"(40.6835142, -73.9759509)",ATLANTIC AVENUE                 ,FORT GREENE PLACE               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,176914,TAXI,SPORT UTILITY / STATION WAGON,,,
01/19/2013,15:22,MANHATTAN,10031,40.828974,-73.9485915,"(40.828974, -73.9485915)",WEST 149 STREET                 ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,65405,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/19/2013,15:20,BROOKLYN,11216,40.6832699,-73.9501533,"(40.6832699, -73.9501533)",JEFFERSON AVENUE                ,NOSTRAND AVENUE                 ,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,180410,PASSENGER VEHICLE,TAXI,,,
01/19/2013,15:20,BROOKLYN,11220,40.6334692,-74.0210119,"(40.6334692, -74.0210119)",5 AVENUE                        ,BAY RIDGE AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,142099,PASSENGER VEHICLE,UNKNOWN,,,
01/19/2013,15:10,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3089852,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/19/2013,15:10,QUEENS,11422,40.6735712,-73.7335235,"(40.6735712, -73.7335235)",MERRICK BOULEVARD               ,BROOKVILLE BOULEVARD            ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,222159,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,15:10,MANHATTAN,10022,40.7635887,-73.9714096,"(40.7635887, -73.9714096)",MADISON AVENUE                  ,EAST 59 STREET                  ,,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,40048,PASSENGER VEHICLE,TAXI,,,
01/19/2013,15:05,QUEENS,11101,40.7436445,-73.9404473,"(40.7436445, -73.9404473)",27 STREET                       ,47 AVENUE                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,240881,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,15:05,BROOKLYN,11231,40.6732623,-74.0002812,"(40.6732623, -74.0002812)",BUSH STREET                     ,COURT STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,171330,SPORT UTILITY / STATION WAGON,OTHER,,,
01/19/2013,15:04,BROOKLYN,11209,40.6119531,-74.031857,"(40.6119531, -74.031857)",FORT HAMILTON PARKWAY           ,100 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,142092,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,15:00,BRONX,10460,40.8409524,-73.879376,"(40.8409524, -73.879376)",EAST 178 STREET                 ,BOSTON ROAD                     ,,1,0,1,0,0,0,0,0,Unspecified,,,,,100780,SPORT UTILITY / STATION WAGON,,,,
01/19/2013,15:00,,,,,,,,P/L OF 2795 RICHMOND AVENUE             ,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,296210,PASSENGER VEHICLE,PICK-UP TRUCK,,,
01/19/2013,15:00,,,,,,JEROME AVENUE                   ,CROMWELL AVENUE                 ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,86275,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,15:00,QUEENS,11369,40.7598704,-73.8622829,"(40.7598704, -73.8622829)",32 AVENUE                       ,107 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,281159,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,15:00,QUEENS,11354,40.7604644,-73.8265417,"(40.7604644, -73.8265417)",ROOSEVELT AVENUE                ,UNION STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248629,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,15:00,BROOKLYN,11208,40.6856958,-73.8716017,"(40.6856958, -73.8716017)",HEMLOCK STREET                  ,RIDGEWOOD AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,165718,PASSENGER VEHICLE,UNKNOWN,,,
01/19/2013,14:50,QUEENS,11414,40.6529507,-73.8470212,"(40.6529507, -73.8470212)",84 STREET                       ,162 AVENUE                      ,,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,,,,229632,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/19/2013,14:50,BROOKLYN,11237,40.6993917,-73.9193749,"(40.6993917, -73.9193749)",HARMAN STREET                   ,KNICKERBOCKER AVENUE            ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,185453,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,14:47,MANHATTAN,10024,40.7920691,-73.9755325,"(40.7920691, -73.9755325)",WEST END AVENUE                 ,WEST 91 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,58245,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,14:46,STATEN ISLAND,10312,40.5576999,-74.1691675,"(40.5576999, -74.1691675)",RICHMOND AVENUE                 ,MACON AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,302159,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/19/2013,14:45,STATEN ISLAND,10314,40.5793999,-74.1694817,"(40.5793999, -74.1694817)",RICHMOND AVENUE                 ,PLATINUM AVENUE                 ,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,296212,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/19/2013,14:45,QUEENS,11106,40.7615996,-73.9245879,"(40.7615996, -73.9245879)",32 STREET                       ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,274717,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/19/2013,14:40,,,40.8189746,-73.8914424,"(40.8189746, -73.8914424)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2888789,PASSENGER VEHICLE,,,,
01/19/2013,14:40,QUEENS,11379,40.7212592,-73.8839542,"(40.7212592, -73.8839542)",75 STREET                       ,JUNIPER BOULEVARD NORTH         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,215177,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,14:39,MANHATTAN,10003,40.735313,-73.9941184,"(40.735313, -73.9941184)",WEST 13 STREET                  ,5 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,10322,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/19/2013,14:38,,,,,,EAST 177 STREET                 ,CROSS BRONX EXPRESSWAY          ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,82194,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/19/2013,14:37,BROOKLYN,11237,40.7007761,-73.9133287,"(40.7007761, -73.9133287)",GROVE STREET                    ,WYCKOFF AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,185454,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
01/19/2013,14:35,BROOKLYN,11222,40.7348445,-73.9584067,"(40.7348445, -73.9584067)",EAGLE STREET                    ,FRANKLIN STREET                 ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,199099,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/19/2013,9:57,MANHATTAN,10016,40.7456822,-73.9721247,"(40.7456822, -73.9721247)",EAST 37 STREET                  ,1 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,33930,TAXI,PASSENGER VEHICLE,,,
01/19/2013,9:55,MANHATTAN,10002,40.7137447,-73.9939435,"(40.7137447, -73.9939435)",EAST BROADWAY                   ,FORSYTH STREET                  ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,6670,TAXI,,,,
01/19/2013,9:55,QUEENS,11421,40.6847527,-73.860765,"(40.6847527, -73.860765)",ATLANTIC AVENUE                 ,ROCKAWAY BOULEVARD              ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,205254,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,9:55,BROOKLYN,11223,40.5901115,-73.9742167,"(40.5901115, -73.9742167)",MC DONALD AVENUE                ,AVENUE X                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,118025,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,9:45,QUEENS,11433,40.6903857,-73.7890744,"(40.6903857, -73.7890744)",CLAUDE AVENUE                   ,DILLON STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,269440,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,9:40,,,,,,,,(LOT) MERRICK AND SPRINGFIELD           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,269438,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,9:20,,,,,,GRAND CONCOURSE                 ,EAST 138 STREET                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,73711,TAXI,,,,
01/19/2013,9:20,MANHATTAN,10019,40.7673924,-73.9823647,"(40.7673924, -73.9823647)",WEST 58 STREET                  ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,40047,TAXI,SMALL COM VEH(4 TIRES) ,,,
01/19/2013,9:15,,,40.7204823,-73.7801008,"(40.7204823, -73.7801008)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3033610,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,9:15,BROOKLYN,11204,40.607244,-73.9872545,"(40.607244, -73.9872545)",STILLWELL AVENUE                ,AVENUE P                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,122819,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/19/2013,9:10,BROOKLYN,11208,40.6765013,-73.8823305,"(40.6765013, -73.8823305)",LIBERTY AVENUE                  ,ESSEX STREET                    ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,165713,VAN,PASSENGER VEHICLE,,,
01/19/2013,9:10,QUEENS,11354,40.7720299,-73.8314903,"(40.7720299, -73.8314903)",137 STREET                      ,WHITESTONE EXPRESSWAY           ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,248623,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,9:02,BRONX,10469,40.8796397,-73.858227,"(40.8796397, -73.858227)",EAST 216 STREET                 ,BRONXWOOD AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,96504,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,8:50,MANHATTAN,10002,40.7181445,-73.9938277,"(40.7181445, -73.9938277)",GRAND STREET                    ,CHRYSTIE STREET                 ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Lost Consciousness,,,,6672,PASSENGER VEHICLE,VAN,,,
01/19/2013,8:48,BRONX,10451,40.8148803,-73.9288555,"(40.8148803, -73.9288555)",GRAND CONCOURSE                 ,EAST 140 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,,,,,73710,SPORT UTILITY / STATION WAGON,,,,
01/19/2013,8:45,,,,,,GRANT AVENUE                    ,LIBERTY AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,165717,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,8:41,BROOKLYN,11213,40.6685062,-73.9256052,"(40.6685062, -73.9256052)",BUFFALO AVENUE                  ,EASTERN PARKWAY                 ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,173542,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,8:40,BRONX,10452,40.8454299,-73.9139752,"(40.8454299, -73.9139752)",JEROME AVENUE                   ,FEATHERBED LANE                 ,,0,0,0,0,0,0,0,0,Unspecified,,,,,92909,SPORT UTILITY / STATION WAGON,,,,
01/19/2013,8:30,BROOKLYN,11220,40.6420578,-74.02042,"(40.6420578, -74.02042)",60 STREET                       ,3 AVENUE                        ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,157215,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,8:30,QUEENS,11001,40.7272282,-73.7104995,"(40.7272282, -73.7104995)",LITTLE NECK PARKWAY             ,JAMAICA AVENUE                  ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,222156,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,8:20,MANHATTAN,10019,40.7668758,-73.979076,"(40.7668758, -73.979076)",WEST 59 STREET                  ,7 AVENUE                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Physical Disability,,,,40046,LARGE COM VEH(6 OR MORE TIRES),TAXI,,,
01/19/2013,8:17,BROOKLYN,11203,40.663191,-73.9372643,"(40.663191, -73.9372643)",TROY AVENUE                     ,LEFFERTS AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,153468,VAN,UNKNOWN,,,
01/19/2013,8:15,MANHATTAN,10002,40.7145124,-73.9847053,"(40.7145124, -73.9847053)",EAST BROADWAY                   ,SAMUEL DICKSTEIN PLAZA          ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,12751,TAXI,TAXI,,,
01/19/2013,8:11,BRONX,10459,40.8301369,-73.8918767,"(40.8301369, -73.8918767)",FREEMAN STREET                  ,SOUTHERN BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,,,,,79304,PASSENGER VEHICLE,,,,
01/19/2013,8:10,BROOKLYN,11217,40.6835142,-73.9759509,"(40.6835142, -73.9759509)",ATLANTIC AVENUE                 ,FT GREENE PLACE                 ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,176913,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,
01/19/2013,8:10,BROOKLYN,11209,40.6151819,-74.0376648,"(40.6151819, -74.0376648)",97 STREET                       ,SHORE ROAD                      ,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,142089,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/19/2013,8:00,,,,,,,,2875 FLATBUSH AVENUE(PARKING LOT)       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,127069,PASSENGER VEHICLE,UNKNOWN,,,
01/19/2013,7:55,BROOKLYN,11221,40.6938763,-73.9177624,"(40.6938763, -73.9177624)",GATES AVENUE                    ,CENTRAL AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,185456,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
01/19/2013,7:45,BROOKLYN,11207,40.6578144,-73.8961242,"(40.6578144, -73.8961242)",LINDEN BOULEVARD                ,WILLIAMS AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,165709,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/19/2013,7:40,BROOKLYN,11226,40.6540699,-73.9617619,"(40.6540699, -73.9617619)",WOODRUFF AVENUE                 ,OCEAN AVENUE                    ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,149029,VAN,,,,
01/19/2013,7:30,QUEENS,11106,40.76235,-73.9261862,"(40.76235, -73.9261862)",BROADWAY                        ,30 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,274720,SPORT UTILITY / STATION WAGON,TAXI,,,
01/19/2013,7:25,QUEENS,11372,40.7551702,-73.8890891,"(40.7551702, -73.8890891)",NORTHERN BOULEVARD              ,78 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,281158,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,7:15,MANHATTAN,10006,40.7098244,-74.0148247,"(40.7098244, -74.0148247)",WEST STREET                     ,ALBANY STREET                   ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,1692,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,7:10,QUEENS,11421,40.6947829,-73.8525689,"(40.6947829, -73.8525689)",WOODHAVEN BOULEVARD             ,86 ROAD                         ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,205249,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
01/19/2013,7:00,,,40.7425396,-73.8263032,"(40.7425396, -73.8263032)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3056066,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,7:00,,,40.6135053,-74.1794927,"(40.6135053, -74.1794927)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3122128,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
01/19/2013,7:00,BROOKLYN,11217,40.6860873,-73.9826602,"(40.6860873, -73.9826602)",ATLANTIC AVENUE                 ,NEVINS STREET                   ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,188966,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,6:55,BROOKLYN,11221,40.6882125,-73.9198103,"(40.6882125, -73.9198103)",MADISON STREET                  ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,185457,UNKNOWN,LIVERY VEHICLE,,,
01/19/2013,6:40,,,,,,ATLANTIC AVENUE                 ,VANWYCK EXPRESSWAY              ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,210060,LIVERY VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,6:39,QUEENS,11385,40.7067834,-73.9119503,"(40.7067834, -73.9119503)",HARMAN STREET                   ,ONDERDONK AVENUE                ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,215204,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,6:30,BRONX,10469,40.8611143,-73.8549079,"(40.8611143, -73.8549079)",YATES AVENUE                    ,WARING AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,104108,PASSENGER VEHICLE,UNKNOWN,,,
01/19/2013,6:30,BRONX,10469,40.8676602,-73.8546948,"(40.8676602, -73.8546948)",YATES AVENUE                    ,ARNOW AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,104107,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,6:20,BRONX,10469,40.8629806,-73.8548496,"(40.8629806, -73.8548496)",YATES AVENUE                    ,MACE AVENUE                     ,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,104105,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/19/2013,6:18,BROOKLYN,11211,40.7145932,-73.9387562,"(40.7145932, -73.9387562)",METROPOLITAN AVENUE             ,OLIVE STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,195151,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/19/2013,6:15,,,40.7512941,-73.7748259,"(40.7512941, -73.7748259)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3079369,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/19/2013,6:10,,,,,,,,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,,,2851409,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/19/2013,6:10,BRONX,10458,40.8690625,-73.889127,"(40.8690625, -73.889127)",BRIGGS AVENUE                   ,EAST 198 STREET                 ,,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,110692,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,6:00,QUEENS,11101,40.7476651,-73.9450561,"(40.7476651, -73.9450561)",23 STREET                       ,44 DRIVE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,240877,PASSENGER VEHICLE,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,
01/19/2013,5:45,QUEENS,11373,40.7354974,-73.8697016,"(40.7354974, -73.8697016)",92 STREET                       ,57 AVENUE                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,256440,UNKNOWN,BICYCLE,,,
01/19/2013,5:40,BROOKLYN,11207,40.6772073,-73.897226,"(40.6772073, -73.897226)",PENNSYLVANIA AVENUE             ,FULTON STREET                   ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,165710,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,5:40,BRONX,10460,40.8408545,-73.8750067,"(40.8408545, -73.8750067)",BRONX PARK AVENUE               ,LEBANON STREET                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,100779,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/19/2013,5:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,2836769,PASSENGER VEHICLE,,,,
01/19/2013,5:00,BRONX,10457,40.8504573,-73.8993078,"(40.8504573, -73.8993078)",WEBSTER AVENUE                  ,EAST 179 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,92907,PASSENGER VEHICLE,UNKNOWN,,,
01/19/2013,4:48,MANHATTAN,10016,40.7464029,-73.9797248,"(40.7464029, -73.9797248)",EAST 34 STREET                  ,LEXINGTON AVENUE                ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,33928,PASSENGER VEHICLE,LIVERY VEHICLE,,,
01/19/2013,4:45,MANHATTAN,10128,40.7845658,-73.951883,"(40.7845658, -73.951883)",EAST 94 STREET                  ,LEXINGTON AVENUE                ,,1,0,1,0,0,0,0,0,Passenger Distraction,,,,,47291,PASSENGER VEHICLE,,,,
01/19/2013,4:45,,,40.7492487,-73.7396745,"(40.7492487, -73.7396745)",,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3079365,SPORT UTILITY / STATION WAGON,OTHER,,,
01/19/2013,4:40,MANHATTAN,10002,40.7199351,-73.9787516,"(40.7199351, -73.9787516)",EAST HOUSTON STREET             ,COLUMBIA STREET                 ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,12752,PASSENGER VEHICLE,TAXI,,,
01/19/2013,4:39,,,40.7965332,-73.9759553,"(40.7965332, -73.9759553)",,,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,2855116,PASSENGER VEHICLE,VAN,,,
01/19/2013,4:33,MANHATTAN,10003,40.7353704,-73.9899687,"(40.7353704, -73.9899687)",UNION SQUARE EAST               ,EAST 15 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,23065,LARGE COM VEH(6 OR MORE TIRES),,,,
01/19/2013,4:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2873074,PASSENGER VEHICLE,,,,
01/19/2013,4:30,STATEN ISLAND,10304,40.6133078,-74.0872096,"(40.6133078, -74.0872096)",VANDERBILT AVENUE               ,RICHMOND ROAD                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,286868,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/19/2013,4:30,QUEENS,11434,40.6867596,-73.7844849,"(40.6867596, -73.7844849)",BREWER BOULEVARD                ,116 AVENUE                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,269432,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/19/2013,4:25,BROOKLYN,11238,40.6792042,-73.9552939,"(40.6792042, -73.9552939)",FRANKLIN AVENUE                 ,ATLANTIC AVENUE                 ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,180405,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/19/2013,4:18,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2965120,PASSENGER VEHICLE,UNKNOWN,,,
01/19/2013,4:04,STATEN ISLAND,10306,40.5732661,-74.1469613,"(40.5732661, -74.1469613)",RICHMOND HILL ROAD              ,OLD MILL ROAD                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,296202,PASSENGER VEHICLE,,,,
01/19/2013,4:00,MANHATTAN,10002,40.7191331,-73.9763565,"(40.7191331, -73.9763565)",EAST HOUSTON STREET             ,BARUCH PLACE                    ,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,12750,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,4:00,STATEN ISLAND,10314,40.612816,-74.1261799,"(40.612816, -74.1261799)",,,P/L 1868 VICTORY BLVD                   ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,286896,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/19/2013,3:40,MANHATTAN,10033,40.8442462,-73.9337142,"(40.8442462, -73.9337142)",WEST 175 STREET                 ,AMSTERDAM AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,68743,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
